Process Date,Buyer,Supplier,CIN,Item Desc,RCA,Blocked Qty,Short Qty,Order Qty,PROCESS_DATE,BUYER_NUMBER,SUPPLIER_NUM,CIN_DESC,BLOCKED_QTY,SHORT_QTY,ORDER_QTY
2025-02-17,625,,5585120,NIFEDIPINE ER TB 30MG 300,Product in Blocked - FDC,12,3,3,,,,,,,
2025-02-17,604,,5244736,ADZENYS XR-ODT TD 15.7MG 5X6   C2,Product in Quarantine - FDC,12,1,1,,,,,,,
2025-02-17,628,,4543831,PANTOPRAZOLE SOD TB 40MG 500 DR,Product in Blocked - FDC,11,2,2,,,,,,,
2025-02-17,627,,5211024,FLECAINIDE ACETATE TB 100MG 100,Product in Blocked - FDC,11,6,6,,,,,,,
2025-02-17,638,,5925797,OPI SEA WHAT I SEE LQ 3X0.5OZ,Product in Blocked - FDC,10,1,1,,,,,,,
2025-02-17,622,,4590188,CLOPIDOGREL TB 75MG 500,Product in Blocked - FDC,10,1,1,,,,,,,
2025-02-17,624,,5402433,GABAPENTIN TB 600MG 500,Product in Blocked - FDC,9,1,1,,,,,,,
2025-02-17,625,,5598891,MANNITOL IS 20% 12X500ML LF,Product in Quarantine - FDC,9,4,4,,,,,,,
2025-02-17,627,,5533989,DEXMEDETOMIDN IP 400MCG/100ML 12,Product in Blocked - FDC,9,6,6,,,,,,,
2025-02-17,647,,1154855,BD SY 23GX1N 3ML LL 100 309571,Product in Blocked - FDC,8,4,4,,,,,,,
2025-02-17,647,,4578977,GOOD2GO PC 5X16N CERV,Product in Blocked - FDC,7,3,3,,,,,,,
2025-02-17,627,,2473882,SODIUM CL IS 0.9% 80X100ML MNBG+,Product in Blocked - FDC,7,1,1,,,,,,,
2025-02-17,617,,5962956,MINIVELLE AP 0.1MG/24HR 8,Product in Blocked - FDC,6,2,2,,,,,,,
2025-02-17,645,,5429949,MUCINEX F/MAX SCLD LQ 180ML,Product in Blocked - FDC,6,1,1,,,,,,,
2025-02-17,645,,4549697,CEPACOL MW 0.05% 710ML A/B,Product in Blocked - FDC,6,1,1,,,,,,,
2025-02-17,627,,5807334,ENALAPRIL TB 20MG 1000,Product in Blocked - FDC,6,3,3,,,,,,,
2025-02-17,628,,4031134,OXCARBAZEPINE TB 600MG 500,Product in Blocked - FDC,5,1,1,,,,,,,
2025-02-17,633,,5576616,HYOSCY SULF SD 0.5MG/ML 5X1ML,Product in Blocked - FDC,5,1,1,,,,,,,
2025-02-17,628,,5358502,LEVLBUTRL AH 1.25MG/3ML30UD 1/PCH,Product in Blocked - FDC,4,6,11,,,,,,,
2025-02-17,627,,5498738,LEVOTHYROXINE TB 200MCG 100,Product in Blocked - FDC,4,5,5,,,,,,,
2025-02-17,648,,5577333,SUDAFED SIN/CONG 12H TB 120MG 20,Product in Blocked - FDC,4,2,4,,,,,,,
2025-02-17,606,,4599726,NEUPRO AP 6MG/24HR 30,Product in Blocked - FDC,4,1,1,,,,,,,
2025-02-17,625,,5714449,OSELTAMIVIR PHOS PT 6MG/ML 60ML,Product in Blocked - FDC,4,8,8,,,,,,,
2025-02-17,625,,5967476,DILTIAZEM SF 5MG/ML 10X25ML,Product in Blocked - FDC,3,1,1,,,,,,,
2025-02-17,602,,5930151,ONGENTYS CP 50MG 30,Product in Blocked - FDC,3,1,1,,,,,,,
2025-02-17,628,,5929773,AMOX/POT CLAV TB875-125MG 10X10UD,Product in Blocked - FDC,3,2,2,,,,,,,
2025-02-17,628,,5929740,NYSTATIN SS 100MU/ML 473ML ORAL,Product in Blocked - FDC,3,5,5,,,,,,,
2025-02-17,628,,5966643,MYCOPHENOLIC ACID TB 180MG 120 DR,Product in Blocked - FDC,3,2,2,,,,,,,
2025-02-17,628,,5358502,LEVLBUTRL AH 1.25MG/3ML30UD 1/PCH,Product in Quarantine - FDC,3,6,11,,,,,,,
2025-02-17,628,,5852405,MYCOPHENOLIC ACID TB 180MG 120 DR,Product in Blocked - FDC,2,2,2,,,,,,,
2025-02-17,628,,4025086,OXCARBAZEPINE TB 600MG 100,Product in Blocked - FDC,2,1,1,,,,,,,
2025-02-17,641,,4930814,TTS VASELINE JL12X1.75OZ ORIGINAL,Product in Blocked - FDC,2,3,3,,,,,,,
2025-02-17,604,,5742341,TOBI PODHALER IN 28MG 4X56UD INH,Product in Blocked - FDC,2,1,1,,,,,,,
2025-02-17,624,,5521034,FINASTERIDE TB 5MG 5X10UD,Product in Blocked - FDC,2,2,2,,,,,,,
2025-02-17,625,,5749064,LOPERAMIDE/SIMETH TB2-125MG 4X6UD,Product in Blocked - FDC,2,1,1,,,,,,,
2025-02-17,625,,5796537,CHLORZOXAZONE TB 500MG 100 CPLT,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,625,,5085410,CEFIXIME PT 100MG/5ML 50ML,Product in Blocked - FDC,1,1,2,,,,,,,
2025-02-17,625,,5891528,TURQOZ TB 0.3-0.03MG 3X28 BPK,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,627,,5853700,AMPHET SALT CMB ER CP 10MG 100 C2,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,627,,5923719,THEOPHYLLINE TB 450MG 100 ER CPLT,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,627,,5853742,AMPHET SALT CMB ER CP 30MG 100 C2,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,624,,2897346,CLOZAPINE TB 100MG 100,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,624,,5347299,FENTANYL AP 25MCG/HR 5         C2,Product in Blocked - FDC,1,2,4,,,,,,,
2025-02-17,624,,5765631,MINOCYCLINE HCL TB 75MG 100 CPLT,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,622,,5781026,HEPARIN SOD SF 1000U/ML 25X2ML,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,622,,5726708,RUFINAMIDE TB 200MG 120,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,601,,5124995,MEROPENEM/SOD CL PM 1GM 24,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,648,,5543343,GERI-TUSSIN LQ 100/5ML 473ML SF,Product in Blocked - FDC,1,1,3,,,,,,,
2025-02-17,628,,5187505,LAMOTRIGINE ODT KT VALP BLU 28,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,627,,2469039,SODIUM CL IS 0.9% 24X500ML VF,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,633,,5415773,DOCETAXEL MD 20MG/ML 8ML,Product in Blocked - FDC,1,1,1,,,,,,,
2025-02-17,633,,5745161,PRAZOSIN HCL CP 1MG 90,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,633,,5226030,ALBUT/IPRAT AH2.5-0.5MG/3ML 6X5UD,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,633,,5913769,CHOLESTYRAMINE PW 4GM 378GM ORN,Product in Quarantine - FDC,0,1,1,,,,,,,
2025-02-17,632,,5961677,BEPOTASTINE BESILATE DR 1.5% 10ML,Product in Blocked - NLC,0,12,12,,,,,,,
2025-02-17,633,,5433602,DARIFENACIN TB 7.5MG 30 ER,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,5,5,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,5,5,,,,,,,
2025-02-17,628,,5832514,KETOROLAC TROMETH TB 10MG 100,Product in Blocked - FDC,0,8,8,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,9,9,,,,,,,
2025-02-17,628,,5204540,OLANZAPINE PR 10MG PPX,Product in Blocked - NLC,0,6,6,,,,,,,
2025-02-17,628,,5965694,CIMETIDINE HCL LQ 300MG/5ML 237ML,Product in Blocked - NLC,0,2,2,,,,,,,
2025-02-17,628,,4020350,FLUTICASONE PROP SN 50MCG 16GM,Product in Blocked - FDC,0,3,5,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,3,3,,,,,,,
2025-02-17,628,,5965694,CIMETIDINE HCL LQ 300MG/5ML 237ML,Product in Blocked - NLC,0,4,4,,,,,,,
2025-02-17,628,,5666755,PAROXETINE HCL TB 37.5MG 30 CR,Product in Blocked - FDC,0,4,4,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,5,5,,,,,,,
2025-02-17,628,,1276161,AMITRIPTYLINE HCL TB 25MG 100,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,628,,5965694,CIMETIDINE HCL LQ 300MG/5ML 237ML,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,628,,5369400,THEOPHYLLINE SL 80MG/15ML 473ML,Product in Quarantine - NLC,0,1,1,,,,,,,
2025-02-17,627,,3324340,AMPHET SALT CMB TB 20MG 100    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5917323,LISDEXAMFETAMINE CP 70MG 90    C2,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,627,,5547013,CALCIUM GLUC IP 2000/100 24X100ML,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,627,,3508215,AMOXICILLIN PT 400MG/5ML 75ML,Product in Blocked - FDC,0,2,6,,,,,,,
2025-02-17,627,,5692223,DEXMETHYLPHD ER CP 20MG 100    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,4518791,ONDANSETRON HCL SL 4MG/5ML 50ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5917315,LISDEXAMFETAMINE CP 60MG 90    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5366943,ATOMOXETINE HCL CP 40MG 30,Product in Blocked - FDC,0,3,9,,,,,,,
2025-02-17,627,,5529037,VANCOMYCIN IP 1GM/200ML 12X200ML,Product in Blocked - FDC,0,4,4,,,,,,,
2025-02-17,627,,5770409,ALBUTEROL SULFATE IN 90MCG 6.7GM,Product in Blocked - FDC,0,4,4,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,628,,5128020,RIVASTIGMINE TD SYS AP 4.6/24 30,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,628,,2752103,POTASS CIT/CIT SL 1100-334MG473ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5770409,ALBUTEROL SULFATE IN 90MCG 6.7GM,Product in Blocked - FDC,0,7,7,,,,,,,
2025-02-17,627,,5498738,LEVOTHYROXINE TB 200MCG 100,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,627,,5699723,EMTRIC TENOF DF TB 200-300MG 30,Product in Blocked - FDC,0,116,137,,,,,,,
2025-02-17,628,,5389051,GUAIFEN SL 200/10 100X10MLUD,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,628,,5694385,LUBIPROSTONE GC 24MCG 60 SFG,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,647,,4403903,BD POSIFL SAL SY0.9%30X10ML LF PF,Product in Blocked - FDC,0,17,17,,,,,,,
2025-02-17,687,,4537478,XARELTO TB 20MG 30,Product in Blocked - FDC,0,1,4,,,,,,,
2025-02-17,648,,5827852,BOUNTY PAPER DOUBLES RG TWLS 4,Product in Blocked - FDC,0,4,7,,,,,,,
2025-02-17,645,,4330585,ALLEGRA 24H TB 180MG 5 BPK ND,Product in Blocked - FDC,0,1,2,,,,,,,
2025-02-17,645,,4116604,ROBITUSSIN PED C/C SR 118ML LA AF,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,640,,5439112,ACCU-CHEK GUIDE SI 100,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,603,,5855770,ESTRING 7.5MCG/24HR 2MG,Product in Blocked - FDC,0,3,5,,,,,,,
2025-02-17,622,,5394689,CARBOPLATIN MF 10MG/ML 60ML,Product in Blocked - FDC,0,1,8,,,,,,,
2025-02-17,622,,4371837,PANTOPRAZOLE SOD TB 20MG 90 DR,Product in Blocked - FDC,0,1,2,,,,,,,
2025-02-17,622,,5589841,DEFERASIROX TB 360MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,617,,5704358,VIOKACE TB 78300-20880-78300U 100,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,606,,3633203,VESICARE TB 10MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,606,,5746797,LYBALVI TB 20-10MG 30 CPLT,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,604,,3525789,OMNIPAQUE BT 300MG/ML 10X150 PLM,Product in Blocked - FDC,0,1,5,,,,,,,
2025-02-17,604,,3587524,XIFAXAN TB 200MG 30,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,605,,4909651,TIVICAY TB 50MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,622,,5655436,OSELTAMIVIR PHOS CP 75MG 10UD BPK,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,622,,2913788,DROPERIDOL SF 2.5MG/ML 25X2ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,622,,2913788,DROPERIDOL SF 2.5MG/ML 25X2ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,622,,4019089,METHYLPREDNISOLONE TB 8MG 25,Product in Blocked - FDC,0,2,3,,,,,,,
2025-02-17,622,,4305421,INDOMETHACIN PR 1MG,Product in Blocked - FDC,0,3,3,,,,,,,
2025-02-17,622,,5924097,OSELTAMIVIR PHOS CP 30MG 10 BPK,Product in Blocked - FDC,0,3,7,,,,,,,
2025-02-17,622,,5940952,ATORVASTATIN CALC TB 10MG 500,Product in Blocked - FDC,0,4,4,,,,,,,
2025-02-17,624,,5868146,LISDEXAMFETAMINE CP 60MG 100   C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,622,,5957675,LORAZEPAM SD 2MG/ML 25X1ML     C4,Product in Blocked - FDC,0,8,8,,,,,,,
2025-02-17,624,,5490057,OSELTAMIVIR PHOS CP 30MG 10UD,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,624,,5868138,LISDEXAMFETAMINE CP 50MG 100   C2,Product in Blocked - FDC,0,1,2,,,,,,,
2025-02-17,624,,4939633,QUETIAPINE FUM TB 200MG 100,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,624,,5868153,LISDEXAMFETAMINE CP 70MG 100   C2,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,624,,4598280,NALTREXONE HCL TB 50MG 30,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,624,,5868138,LISDEXAMFETAMINE CP 50MG 100   C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,624,,5868146,LISDEXAMFETAMINE CP 60MG 100   C2,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,624,,5476882,MINOCYCLINE HCL ER TB 90MG 30CPLT,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,624,,5868153,LISDEXAMFETAMINE CP 70MG 100   C2,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,624,,4598306,NALTREXONE HCL TB 50MG 100,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,624,,5868120,LISDEXAMFETAMINE CP 40MG 100   C2,Product in Blocked - FDC,0,2,8,,,,,,,
2025-02-17,624,,4370326,PANTOPRAZOLE SOD TB 40MG 1000 DR,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,624,,5169628,PANTOPRAZOLE SOD TB 40MG 1000 DR,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,624,,4037057,CETIRIZINE HCL SR 1MG/ML 120ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,624,,5868120,LISDEXAMFETAMINE CP 40MG 100   C2,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,624,,5910641,SOD/POT/MAG SULF SL 2X177ML,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,627,,5917315,LISDEXAMFETAMINE CP 60MG 90    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,4986436,GABAPENTIN CP 300MG 500,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,4518791,ONDANSETRON HCL SL 4MG/5ML 50ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5394721,METHYLPHENIDATE TB 18MG 100 ER C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5917315,LISDEXAMFETAMINE CP 60MG 90    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5565700,DOTTI AP 0.1MG/24H 8,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5242797,AMPHET SLT CMB ER CP 10MG 100  C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5869847,CARBOXMTHCL SOD DR 0.5% 15ML LUB,Product in Blocked - FDC,0,32,32,,,,,,,
2025-02-17,627,,4983284,GABAPENTIN CP 100MG 500,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5582192,HYDROCHLOROTHIAZIDE TB 12.5MG 100,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5581400,INDOCYANINE GREEN PR 25MG 6 W/DIL,Product in Blocked - FDC,0,11,11,,,,,,,
2025-02-17,625,,5687488,SERTRALINE HCL TB 25MG 10X10UD,Product in Blocked - FDC,0,5,15,,,,,,,
2025-02-17,625,,5581400,INDOCYANINE GREEN PR 25MG 6 W/DIL,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,625,,5838388,SENNA-LAX TB 8.6MG 10X10UD,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,625,,5460902,GABAPENTIN CP 100MG 10X10UD,Product in Blocked - FDC,0,7,7,,,,,,,
2025-02-17,625,,2291243,IBUPROFEN TB 200MG 100 BRN CPLT,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,625,,4278065,IMIPRAMINE PAMOATE CP 75MG 30,Product in Blocked - NLC,0,3,3,,,,,,,
2025-02-17,625,,5421003,OSELTAMIVIR PHOS CP 75MG 10UD BPK,Product in Blocked - FDC,0,3,3,,,,,,,
2025-02-17,625,,4278065,IMIPRAMINE PAMOATE CP 75MG 30,Product in Blocked - NLC,0,4,4,,,,,,,
2025-02-17,625,,5285200,ONDANSETRON ODT TD 4MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5930177,DIAZEPAM KT 10MG TWNPK         C4,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,4278065,IMIPRAMINE PAMOATE CP 75MG 30,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,625,,4604773,QUETIAPINE FUM TB 50MG 1000,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,625,,5642509,SODIUM CL IS 0.9% 24X500ML LF,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5967476,DILTIAZEM SF 5MG/ML 10X25ML,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,625,,5299094,RIZATRIPTAN BENZO TD5MG 3X6UD ODT,Product in Blocked - FDC,0,3,3,,,,,,,
2025-02-17,625,,5581400,INDOCYANINE GREEN PR 25MG 6 W/DIL,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,625,,2461689,OYSTER+D TB 500MG-200U 60,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,625,,3957180,HEARTBURN RELIEF TB 20MG 50 MS,Product in Blocked - FDC,0,2,4,,,,,,,
2025-02-17,625,,4278099,IMIPRAMINE PAMOATE CP 125MG 30,Product in Blocked - NLC,0,2,2,,,,,,,
2025-02-17,624,,5498498,OSELTAMIVIR PHOS CP 75MG 10UD,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,624,,4370326,PANTOPRAZOLE SOD TB 40MG 1000 DR,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,624,,4775037,OXYCOD/APAP TB 10-325MG 100    C2,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,624,,5644174,CANDESARTAN CILEXETIL TB 32MG 90,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,624,,5488895,WIXELA INHUB IN 250-50MCG 60,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,624,,5868120,LISDEXAMFETAMINE CP 40MG 100   C2,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,624,,4598280,NALTREXONE HCL TB 50MG 30,Product in Blocked - FDC,0,9,9,,,,,,,
2025-02-17,624,,5868146,LISDEXAMFETAMINE CP 60MG 100   C2,Product in Blocked - FDC,0,4,9,,,,,,,
2025-02-17,624,,5868112,LISDEXAMFETAMINE CP 30MG 100   C2,Product in Blocked - FDC,0,4,4,,,,,,,
2025-02-17,624,,4598280,NALTREXONE HCL TB 50MG 30,Product in Blocked - FDC,0,20,20,,,,,,,
2025-02-17,625,,5838388,SENNA-LAX TB 8.6MG 10X10UD,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5853148,LACTULOSE SL 10GM/15ML 473ML,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,625,,5714449,OSELTAMIVIR PHOS PT 6MG/ML 60ML,Product in Quarantine - FDC,0,1,1,,,,,,,
2025-02-17,625,,5694450,CHD ACETAMIN SS 160MG/5ML 118ML,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,625,,5289277,ONDANSETRON HCL TB 8MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
